site_name,,BCD,BNM,Cultural Venue Type,latitude,longitude
Belushi's,,E09000013,Hammersmith and Fulham,Pubs,51.50387432,-0.219529664
Central Bar,,E09000013,Hammersmith and Fulham,Pubs,51.50387432,-0.219529664
Sindercombe Social,,E09000013,Hammersmith and Fulham,Pubs,51.5032504,-0.224049606
BrewDog,,E09000013,Hammersmith and Fulham,Pubs,51.50271661,-0.22443059
Eagle,,E09000013,Hammersmith and Fulham,Pubs,51.50085831,-0.239559457
Orchard Tavern,,E09000013,Hammersmith and Fulham,Pubs,51.50185286,-0.242316371
Princess Victoria,,E09000013,Hammersmith and Fulham,Pubs,51.50630887,-0.240228299
Askew Pub & Kitchen,,E09000013,Hammersmith and Fulham,Pubs,51.50656377,-0.244037135
Crown & Sceptre,,E09000013,Hammersmith and Fulham,Pubs,51.50313631,-0.236157569
Coningham Arms,,E09000013,Hammersmith and Fulham,Pubs,51.50629638,-0.238196977
Beaconsfield,,E09000013,Hammersmith and Fulham,Pubs,51.49716683,-0.213091919
Jameson,,E09000013,Hammersmith and Fulham,Pubs,51.49711531,-0.216205854
Bird in Hand,,E09000013,Hammersmith and Fulham,Pubs,51.49993054,-0.21564923
Havelock Tavern,,E09000013,Hammersmith and Fulham,Pubs,51.49953904,-0.21592387
Albion,,E09000013,Hammersmith and Fulham,Pubs,51.49399388,-0.213777903
Cumberland Arms,,E09000013,Hammersmith and Fulham,Pubs,51.49411348,-0.209825955
Hand & Flower,,E09000013,Hammersmith and Fulham,Pubs,51.49582714,-0.20839015
Curtains Up,,E09000013,Hammersmith and Fulham,Pubs,51.48948519,-0.208249937
Famous 3 Kings,,E09000013,Hammersmith and Fulham,Pubs,51.49002912,-0.206183125
Elm,,E09000013,Hammersmith and Fulham,Pubs,51.4868586,-0.203498822
Old Oak,,E09000013,Hammersmith and Fulham,Pubs,51.4868586,-0.203498822
Clarence,,E09000013,Hammersmith and Fulham,Pubs,51.48860271,-0.205230808
Colton Arms,,E09000013,Hammersmith and Fulham,Pubs,51.48664201,-0.210507565
Andover Arms,,E09000013,Hammersmith and Fulham,Pubs,51.4968267,-0.232785124
Swan,,E09000013,Hammersmith and Fulham,Pubs,51.49309509,-0.225063962
Thatched House,,E09000013,Hammersmith and Fulham,Pubs,51.49785573,-0.234834357
Rook's Nest,,E09000013,Hammersmith and Fulham,Pubs,51.49395456,-0.234941911
Stonemasons Arms,,E09000013,Hammersmith and Fulham,Pubs,51.49353029,-0.230060302
Dartmouth Castle,,E09000013,Hammersmith and Fulham,Pubs,51.49461444,-0.228606477
Grove,,E09000013,Hammersmith and Fulham,Pubs,51.49768427,-0.227637375
William Morris,,E09000013,Hammersmith and Fulham,Pubs,51.49302052,-0.225484626
Lyric Hammersmith Bar & Grill,,E09000013,Hammersmith and Fulham,Pubs,51.49324841,-0.226282497
Salutation,,E09000013,Hammersmith and Fulham,Pubs,51.49291827,-0.233008376
Plough & Harrow,,E09000013,Hammersmith and Fulham,Pubs,51.49291827,-0.233008376
Raven,,E09000013,Hammersmith and Fulham,Pubs,51.4941911,-0.244714513
Anglesea Arms,,E09000013,Hammersmith and Fulham,Pubs,51.49919377,-0.235906438
Duchess,,E09000013,Hammersmith and Fulham,Pubs,51.49726905,-0.244279266
Belushi's,,E09000013,Hammersmith and Fulham,Pubs,51.49347021,-0.224300277
Queens Head,,E09000013,Hammersmith and Fulham,Pubs,51.49529194,-0.218121102
Richmond,,E09000013,Hammersmith and Fulham,Pubs,51.50082269,-0.221694634
Draft House,,E09000013,Hammersmith and Fulham,Pubs,51.49561862,-0.224245557
Brook Green Hotel,,E09000013,Hammersmith and Fulham,Pubs,51.49781844,-0.222834547
Latymers,,E09000013,Hammersmith and Fulham,Pubs,51.49302453,-0.217446062
Pear Tree,,E09000013,Hammersmith and Fulham,Pubs,51.48663702,-0.214900906
Cross Keys,,E09000013,Hammersmith and Fulham,Pubs,51.49230822,-0.242683663
Carpenter's Arms,,E09000013,Hammersmith and Fulham,Pubs,51.49230822,-0.242683663
Old City Arms,,E09000013,Hammersmith and Fulham,Pubs,51.48927768,-0.228928629
Rutland Arms,,E09000013,Hammersmith and Fulham,Pubs,51.48993312,-0.231841795
Blue Anchor,,E09000013,Hammersmith and Fulham,Pubs,51.48993312,-0.231841795
Brasserie Blanc,,E09000013,Hammersmith and Fulham,Pubs,51.48727819,-0.226341393
Crabtree,,E09000013,Hammersmith and Fulham,Pubs,51.48289813,-0.223328381
Hop Poles,,E09000013,Hammersmith and Fulham,Pubs,51.49273467,-0.225610977
Hammersmith Ram,,E09000013,Hammersmith and Fulham,Pubs,51.49245428,-0.227883543
Hampshire Hog,,E09000013,Hammersmith and Fulham,Pubs,51.49253594,-0.233296872
Duke of Cornwall,,E09000013,Hammersmith and Fulham,Pubs,51.49040405,-0.223728014
Distillers,,E09000013,Hammersmith and Fulham,Pubs,51.49040405,-0.223728014
Old Suffolk Punch,,E09000013,Hammersmith and Fulham,Pubs,51.48837758,-0.222928123
Chancellors,,E09000013,Hammersmith and Fulham,Pubs,51.48863761,-0.227037657
Blue Boat,,E09000013,Hammersmith and Fulham,Pubs,51.4859929,-0.225195783
Dove,,E09000013,Hammersmith and Fulham,Pubs,51.49060636,-0.236540573
Old Ship,,E09000013,Hammersmith and Fulham,Pubs,51.49037043,-0.239992445
Black Lion,,E09000013,Hammersmith and Fulham,Pubs,51.49038742,-0.242325382
KTM ROX,,E09000018,Hounslow,Pubs,51.44355325,-0.411133363
Moon on the Square,,E09000018,Hounslow,Pubs,51.44654444,-0.410900078
Three Horseshoes,,E09000018,Hounslow,Pubs,51.43629687,-0.41980168
General Roy,,E09000018,Hounslow,Pubs,51.43800797,-0.41134009
Frankie & Benny's,,E09000018,Hounslow,Pubs,51.44260808,-0.406417632
Green Man,,E09000018,Hounslow,Pubs,51.46540956,-0.416162178
Bell on the Green,,E09000018,Hounslow,Pubs,51.45109184,-0.438821127
Load of Hay - Galicja Restaurant,,E09000018,Hounslow,Pubs,51.45471552,-0.425355147
Beehive,,E09000018,Hounslow,Pubs,51.45543997,-0.419716812
Duke of Wellington,,E09000018,Hounslow,Pubs,51.46236461,-0.427107478
Bulstrode,,E09000018,Hounslow,Pubs,51.47040357,-0.3665889
Coach & Horses,,E09000018,Hounslow,Pubs,51.47169353,-0.350819431
Gio's Bar,,E09000018,Hounslow,Pubs,51.46962025,-0.358150806
Sun,,E09000018,Hounslow,Pubs,51.46715515,-0.361924982
Lord Clyde,,E09000018,Hounslow,Pubs,51.46591576,-0.359464295
Bell,,E09000018,Hounslow,Pubs,51.4675959,-0.366444394
Moon Under Water,,E09000018,Hounslow,Pubs,51.46698844,-0.369316732
Lamplighter,,E09000018,Hounslow,Pubs,51.46698844,-0.369316732
Royal Albion,,E09000018,Hounslow,Pubs,51.46430344,-0.368937351
Cross Lances,,E09000018,Hounslow,Pubs,51.46482389,-0.364340695
White Bear,,E09000018,Hounslow,Pubs,51.47609311,-0.360596869
Black Horse,,E09000018,Hounslow,Pubs,51.47714697,-0.363295167
Hussar,,E09000018,Hounslow,Pubs,51.46336108,-0.387268238
Honeycombe,,E09000018,Hounslow,Pubs,51.46336108,-0.387268238
African Queen,,E09000018,Hounslow,Pubs,51.46157712,-0.375944336
Keg & Cask,,E09000018,Hounslow,Pubs,51.47279326,-0.386546929
Rose & Crown,,E09000018,Hounslow,Pubs,51.48631225,-0.373121354
Queen's Head,,E09000018,Hounslow,Pubs,51.48500985,-0.405300626
Airlinks Golf Course Bar,,E09000018,Hounslow,Pubs,51.49350367,-0.400380193
Jolly Waggoner,,E09000018,Hounslow,Pubs,51.4780012,-0.405703346
Bar Kahva,,E09000018,Hounslow,Pubs,51.47959695,-0.41196991
Milford Arms,,E09000018,Hounslow,Pubs,51.47355579,-0.345770103
Bridge Inn,,E09000018,Hounslow,Pubs,51.47509704,-0.335850456
Rising Sun,,E09000018,Hounslow,Pubs,51.47549145,-0.332596101
Coach & Horses,,E09000018,Hounslow,Pubs,51.47946805,-0.320123618
Osterley Park Hotel,,E09000018,Hounslow,Pubs,51.48306623,-0.333443323
Hare & Hounds,,E09000018,Hounslow,Pubs,51.49164663,-0.339252562
Cinnamon Lounge,,E09000018,Hounslow,Pubs,51.47224992,-0.328509694
London Apprentice,,E09000018,Hounslow,Pubs,51.47096198,-0.321443799
Royal Oak,,E09000018,Hounslow,Pubs,51.46722911,-0.339059244
Woodlands,,E09000018,Hounslow,Pubs,51.47270911,-0.337406015
Red Lion,,E09000018,Hounslow,Pubs,51.47320445,-0.333025021
Swan Inn,,E09000018,Hounslow,Pubs,51.46928202,-0.322815645
Town Wharf,,E09000018,Hounslow,Pubs,51.46925581,-0.32224068
Castle,,E09000018,Hounslow,Pubs,51.46837238,-0.324605516
Victoria Tavern,,E09000018,Hounslow,Pubs,51.46359541,-0.328249901
Caspari Lounge & Restaurant,,E09000018,Hounslow,Pubs,51.48444846,-0.302527601
Watermans Arms,,E09000018,Hounslow,Pubs,51.48398493,-0.300946108
O'Riordans Tavern,,E09000018,Hounslow,Pubs,51.48781249,-0.292046228
Express Tavern,,E09000018,Hounslow,Pubs,51.48905155,-0.28821158
Stable,,E09000018,Hounslow,Pubs,51.48804597,-0.28832126
One Over The Ait,,E09000018,Hounslow,Pubs,51.48804597,-0.28832126
Beehive,,E09000018,Hounslow,Pubs,51.48373839,-0.306284255
Royal Horse Guardsman,,E09000018,Hounslow,Pubs,51.48637259,-0.300021959
Princess Royal,,E09000018,Hounslow,Pubs,51.48847779,-0.301326462
Black Dog Beer House,,E09000018,Hounslow,Pubs,51.48563174,-0.302267613
Griffin,,E09000018,Hounslow,Pubs,51.48721898,-0.303202519
Royal Oak,,E09000018,Hounslow,Pubs,51.48865912,-0.303293099
New Inn,,E09000018,Hounslow,Pubs,51.48881504,-0.303503375
Brewery Tap,,E09000018,Hounslow,Pubs,51.48225065,-0.305388799
Kings Arms Bar & Hotel,,E09000018,Hounslow,Pubs,51.48785142,-0.310885152
Weir Bar & Dining Room,,E09000018,Hounslow,Pubs,51.48353303,-0.309503639
Six Bells at Brentford Lock,,E09000018,Hounslow,Pubs,51.48248684,-0.309916763
Magpie & Crown,,E09000018,Hounslow,Pubs,51.48248684,-0.309916763
Northumberland Arms,,E09000018,Hounslow,Pubs,51.48221267,-0.312735318
Globe,,E09000018,Hounslow,Pubs,51.49066283,-0.310032194
Lord Nelson,,E09000018,Hounslow,Pubs,51.49177289,-0.308435387
Lamb,,E09000018,Hounslow,Pubs,51.4918458,-0.261745279
Tabard,,E09000018,Hounslow,Pubs,51.49592237,-0.253464837
Crown,,E09000018,Hounslow,Pubs,51.49280009,-0.258179601
Roebuck,,E09000018,Hounslow,Pubs,51.49301854,-0.252913202
George IV,,E09000018,Hounslow,Pubs,51.4922906,-0.257176241
No 197 Chiswick Fire Station,,E09000018,Hounslow,Pubs,51.4922906,-0.257176241
Packhorse & Talbot,,E09000018,Hounslow,Pubs,51.49241022,-0.255543859
Italian Job,,E09000018,Hounslow,Pubs,51.49199658,-0.256150271
Duke of York,,E09000018,Hounslow,Pubs,51.49011111,-0.255141858
Mawson Arms / Fox & Hounds,,E09000018,Hounslow,Pubs,51.48763998,-0.249229734
George & Devonshire,,E09000018,Hounslow,Pubs,51.48636088,-0.25210183
Dukes Meadows Cafe & Bar,,E09000018,Hounslow,Pubs,51.47357351,-0.256348694
Copper Cow,,E09000018,Hounslow,Pubs,51.48655702,-0.271409584
Bell & Crown,,E09000018,Hounslow,Pubs,51.48674763,-0.282550806
City Barge,,E09000018,Hounslow,Pubs,51.48503258,-0.279043271
Bulls Head,,E09000018,Hounslow,Pubs,51.4841775,-0.277764803
Station House,,E09000018,Hounslow,Pubs,51.48161556,-0.269277651
Pilot,,E09000018,Hounslow,Pubs,51.49030225,-0.277202708
Queen's Head,,E09000018,Hounslow,Pubs,51.48902942,-0.270149324
Gunnersbury,,E09000018,Hounslow,Pubs,51.49259348,-0.275848644
Globe Bar at Clayton Hotel,,E09000018,Hounslow,Pubs,51.49245157,-0.278432577
Crown & Anchor,,E09000018,Hounslow,Pubs,51.4926294,-0.262435744
Old Pack Horse,,E09000018,Hounslow,Pubs,51.49275976,-0.265167844
Connolly's,,E09000018,Hounslow,Pubs,51.49297498,-0.268170449
Union Bar,,E09000018,Hounslow,Pubs,51.49466422,-0.276015389
Moot Bar,,E09000018,Hounslow,Pubs,51.49386017,-0.273928067
White Light Ltd,,E09000024,Merton,Set and exhibition building,51.41131614,-0.18794817
White Light,,E09000024,Merton,Set and exhibition building,51.41131614,-0.18794817
Setsquare Staging,,E09000024,Merton,Set and exhibition building,51.39298635,-0.162501854
Aldworth James & Bond,,E09000023,Lewisham,Set and exhibition building,51.48315391,-0.037465045
Flints Theatrical Chandlers,,E09000023,Lewisham,Set and exhibition building,51.48439656,-0.040249114
Illusion Design & Construct,,E09000023,Lewisham,Set and exhibition building,51.48271368,-0.044483714
Matter ,,E09000023,Lewisham,Set and exhibition building,51.48271368,-0.044483714
The Media Services,,E09000023,Lewisham,Set and exhibition building,51.48489328,-0.038225718
Andrew Lim Clarkson,,E09000030,Tower Hamlets,Set and exhibition building,51.53480002,-0.020362402
Innersphere Ltd,,E09000030,Tower Hamlets,Set and exhibition building,51.52983075,-0.042031552
Block 9 ,,E09000025,Newham,Set and exhibition building,51.50476314,0.017139969
J.D. McDougall Ltd,,E09000025,Newham,Set and exhibition building,51.54652439,0.01252546
Rigging Services,,E09000025,Newham,Set and exhibition building,51.52684581,-0.006276451
Studio Meno Ltd,,E09000025,Newham,Set and exhibition building,51.53075547,0.061946287
Diagon ,,E09000004,Bexley,Set and exhibition building,51.49310733,0.158613262
White Wall,,E09000004,Bexley,Set and exhibition building,51.48306535,0.170611333
Exib,,E09000005,Brent,Set and exhibition building,51.55966644,-0.272028335
TAIT,,E09000005,Brent,Set and exhibition building,51.55441332,-0.248858422
RDW Scenery ,,E09000005,Brent,Set and exhibition building,51.53368416,-0.277943763
Scenic Sets,,E09000005,Brent,Set and exhibition building,51.56069552,-0.271686329
Stockyard Backdrops,,E09000005,Brent,Set and exhibition building,51.53368416,-0.277943763
Flux Metal,,E09000028,Southwark,Set and exhibition building,51.48237535,-0.054954513
James Glancy Design,,E09000028,Southwark,Set and exhibition building,51.4833284,-0.054942751
Scenic Souvenir Studios ,,E09000028,Southwark,Set and exhibition building,51.48518903,-0.063424677
Setwo Ltd,,E09000028,Southwark,Set and exhibition building,51.48493352,-0.058460861
Souvenir Scenic Studios,,E09000028,Southwark,Set and exhibition building,51.48518903,-0.063424677
Absolute Motion Control Ltd,,E09000028,Southwark,Set and exhibition building,51.49080287,-0.093345828
Footprint Scenery,,E09000028,Southwark,Set and exhibition building,51.47507281,-0.056561282
Francesca Zagari,,E09000013,Hammersmith and Fulham,Set and exhibition building,51.49629591,-0.217318369
Helix 3D Ltd,,E09000011,Greenwich,Set and exhibition building,51.49498388,0.099835175
S2 Events,,E09000011,Greenwich,Set and exhibition building,51.49611169,0.099627708
Kemp London ,,E09000012,Hackney,Set and exhibition building,51.55085856,-0.072617287
Pendragon ,,E09000012,Hackney,Set and exhibition building,51.53178135,-0.069097523
London Atelier,,E09000020,Kensington and Chelsea,Set and exhibition building,51.52358937,-0.217166717
Adam Dawe Design Limited,,E09000020,Kensington and Chelsea,Set and exhibition building,51.51993512,-0.214203965
Manktelow Limited,,E09000014,Haringey,Set and exhibition building,51.60089466,-0.09692586
Setbuild Limited,,E09000014,Haringey,Set and exhibition building,51.60675538,-0.059478836
Sets Appeal Limited,,E09000014,Haringey,Set and exhibition building,51.57495228,-0.088137876
Meta Props,,E09000007,Camden,Set and exhibition building,51.54435394,-0.196820976
Metro Broadcast,,E09000022,Lambeth,Set and exhibition building,51.4804897,-0.109546043
Other Fabrications Limited,,E09000002,Barking and Dagenham,Set and exhibition building,51.51605509,0.103311993
Parallel Notion Limited,,E09000021,Kingston upon Thames,Set and exhibition building,51.41817976,-0.302323068
Simon Morris Associates Limited,,E09000006,Bromley,Set and exhibition building,51.38859062,0.108743214
The Holmes Wood Consultancy Limited,,E09000001,City and County of the City of London,Set and exhibition building,51.51818562,-0.094555524
Trinity Set Limited,,E09000017,Hillingdon,Set and exhibition building,51.53641569,-0.491524737
Visual Impact Creative Limited,,E09000027,Richmond upon Thames,Set and exhibition building,51.41259606,-0.312323091
Alexandra-Palace,,E09000014,Haringey,Skate Parks,51.59559274,-0.130854407
Finsbury-Park,,E09000014,Haringey,Skate Parks,51.56750246,-0.104743976
West-Green,,E09000014,Haringey,Skate Parks,51.59525221,-0.085974797
Muswell-Hill,,E09000014,Haringey,Skate Parks,51.60238276,-0.157684494
Barking,,E09000002,Barking and Dagenham,Skate Parks,51.54495008,0.085639993
Dagenham,,E09000002,Barking and Dagenham,Skate Parks,51.53278091,0.122097452
Bay-Sixty-6,,E09000020,Kensington and Chelsea,Skate Parks,51.52017162,-0.205295628
Meanwhile-Gardens,,E09000020,Kensington and Chelsea,Skate Parks,51.52272168,-0.202925538
Biggin-Hill,,E09000006,Bromley,Skate Parks,51.31350384,0.037426261
Bromley,,E09000006,Bromley,Skate Parks,51.40238953,0.012665845
Bush-Hill-Park,,E09000010,Enfield,Skate Parks,51.64891264,-0.06770335
Edmonton,,E09000010,Enfield,Skate Parks,51.62900127,-0.079445497
Enfield,,E09000010,Enfield,Skate Parks,51.66731244,-0.039353552
Cann-Hall-Park,,E09000031,Waltham Forest,Skate Parks,51.55779663,0.015790362
Walthamstow,,E09000031,Waltham Forest,Skate Parks,51.59490156,-0.019903465
Cantelowes,,E09000007,Camden,Skate Parks,51.54664239,-0.133144031
Clapham-Common,,E09000022,Lambeth,Skate Parks,51.46087069,-0.143654528
House-of-Vans,,E09000022,Lambeth,Skate Parks,51.5005743,-0.114144607
Kennington-Bowl,,E09000022,Lambeth,Skate Parks,51.48531802,-0.108620633
Southbank,,E09000022,Lambeth,Skate Parks,51.50643142,-0.117264529
Stockwell,,E09000022,Lambeth,Skate Parks,51.46618077,-0.116294266
Clissold-Park,,E09000012,Hackney,Skate Parks,51.56212198,-0.084653828
Crouch-Hill-Park,,E09000019,Islington,Skate Parks,51.5741207,-0.123136035
Whittington-Park,,E09000019,Islington,Skate Parks,51.56216266,-0.128537867
Fassnidge-Park,,E09000017,Hillingdon,Skate Parks,51.54841389,-0.484559993
Ruislip,,E09000017,Hillingdon,Skate Parks,51.58160194,-0.419839013
Hayes,,E09000017,Hillingdon,Skate Parks,51.50025517,-0.440470847
Pole-Hill,,E09000017,Hillingdon,Skate Parks,51.53929125,-0.439379756
Friary-Park,,E09000003,Barnet,Skate Parks,51.61869282,-0.162774455
Frontside-Gardens,,E09000030,Tower Hamlets,Skate Parks,51.54270362,-0.023846303
Mile-End,,E09000030,Tower Hamlets,Skate Parks,51.51760233,-0.031547787
Mudchute,,E09000030,Tower Hamlets,Skate Parks,51.49009058,-0.022733475
Victoria-Park,,E09000030,Tower Hamlets,Skate Parks,51.53846139,-0.034242456
Fulham,,E09000013,Hammersmith and Fulham,Skate Parks,51.47197255,-0.218698354
Gurnell,,E09000009,Ealing,Skate Parks,51.52938098,-0.329977305
Harrow,,E09000015,Harrow,Skate Parks,51.59313108,-0.325670112
Kingston,,E09000027,Richmond upon Thames,Skate Parks,51.41132975,-0.313538398
Peckham-Rye,,E09000028,Southwark,Skate Parks,51.45798016,-0.057434198
White-Grounds,,E09000028,Southwark,Skate Parks,51.50188733,-0.080242048
Pollards-Hill,,E09000024,Merton,Skate Parks,51.40230962,-0.132073979
Purley,,E09000008,Croydon,Skate Parks,51.34238937,-0.11150408
South-Norwood,,E09000008,Croydon,Skate Parks,51.39561969,-0.079234304
Wandle-Park,,E09000008,Croydon,Skate Parks,51.37421963,-0.114084651
River-Brent-Park,,E09000005,Brent,Skate Parks,51.5460868,-0.270848448
Romford,,E09000016,Havering,Skate Parks,51.55620173,0.188657656
Royal-Oak,,E09000033,City of Westminster,Skate Parks,51.51975163,-0.190915419
Telegraph-Hill,,E09000023,Lewisham,Skate Parks,51.46899429,-0.044665212
Tolworth,,E09000021,Kingston upon Thames,Skate Parks,51.37177853,-0.283968469
West-Sutton,,E09000029,Sutton,Skate Parks,51.36819888,-0.202944968
Woolwich,,E09000011,Greenwich,Skate Parks,51.49432042,0.066726982
Alan Oliver Handwoven Rugs & Textiles,,E09000022,Lambeth,Textile design,51.49406889,-0.111231792
Bridget Bailey,,E09000022,Lambeth,Textile design,51.4665927,-0.098227863
Victoria Richards,,E09000022,Lambeth,Textile design,51.4665927,-0.098227863
